YEAR,COUNTY,MSSA_ID,MSSA_NAME,MSSA_TYPE,Race_ethnicity,Population,Adolescent_births,Indicator,Annotation,Indicator_rate,Indicator_ll,Indicator_ul
2010-2012,Ventura,238,Meiners Oaks/Oak View/Ojai,Rural,BLACK,17,0,ABR,,0,,
2010-2012,Ventura,238,Meiners Oaks/Oak View/Ojai,Rural,BLACK,17,0,PRB,,0,,
2010-2012,Ventura,238,Meiners Oaks/Oak View/Ojai,Rural,BLACK,17,0,PBHP,,0,,
2010-2012,El Dorado,24,South Lake Tahoe,Rural,ASIAN,160,0,ABR,,0,,
2010-2012,El Dorado,24,South Lake Tahoe,Rural,ASIAN,160,0,PRB,,0,,
2010-2012,El Dorado,24,South Lake Tahoe,Rural,ASIAN,160,0,PBHP,,0,,
2010-2012,Ventura,240a,Simi Valley East,Urban,BLACK,138,0,ABR,,0,,
2010-2012,Ventura,240a,Simi Valley East,Urban,BLACK,138,0,PRB,,0,,
2010-2012,Ventura,240a,Simi Valley East,Urban,BLACK,138,0,PBHP,,0,,
2010-2012,Ventura,240b,Thousand Oaks Central and West,Urban,ASIAN,836,0,ABR,,0,,
2010-2012,Ventura,240b,Thousand Oaks Central and West,Urban,ASIAN,836,0,PRB,,0,,
2010-2012,Ventura,240b,Thousand Oaks Central and West,Urban,ASIAN,836,0,PBHP,,0,,
2010-2012,Ventura,240c,Simi Valley West/Thousand Oaks East,Urban,BLACK,141,0,ABR,,0,,
2010-2012,Ventura,240c,Simi Valley West/Thousand Oaks East,Urban,BLACK,141,0,PRB,,0,,
2010-2012,Ventura,240c,Simi Valley West/Thousand Oaks East,Urban,BLACK,141,0,PBHP,,0,,
2010-2012,Ventura,241c,Ventura,Urban,ASIAN,253,0,ABR,,0,,
2010-2012,Ventura,241c,Ventura,Urban,ASIAN,253,0,PRB,,0,,
2010-2012,Ventura,241c,Ventura,Urban,ASIAN,253,0,PBHP,,0,,
2010-2012,Yolo,243,Esparto/Rumsey,Rural,BLACK,15,0,ABR,,0,,
2010-2012,Yolo,243,Esparto/Rumsey,Rural,BLACK,15,0,PRB,,0,,
2010-2012,Yolo,243,Esparto/Rumsey,Rural,BLACK,15,0,PBHP,,0,,
2010-2012,Yolo,244,Davis,Urban,ASIAN,4854,0,ABR,,0,,
2010-2012,Yolo,244,Davis,Urban,ASIAN,4854,0,PRB,,0,,
2010-2012,Yolo,244,Davis,Urban,ASIAN,4854,0,PBHP,,0,,
2010-2012,Yolo,246.1,Woodland,Urban,BLACK,61,0,ABR,,0,,
2010-2012,Yolo,246.1,Woodland,Urban,BLACK,61,0,PRB,,0,,
2010-2012,Yolo,246.1,Woodland,Urban,BLACK,61,0,PBHP,,0,,
2010-2012,Yolo,246.2,Knights Landing,Rural,ASIAN,9,0,ABR,,0,,
2010-2012,Yolo,246.2,Knights Landing,Rural,ASIAN,9,0,PRB,,0,,
2010-2012,Yolo,246.2,Knights Landing,Rural,ASIAN,9,0,PBHP,,0,,
2010-2012,Yolo,246.2,Knights Landing,Rural,BLACK,12,0,ABR,,0,,
2010-2012,Yolo,246.2,Knights Landing,Rural,BLACK,12,0,PRB,,0,,
2010-2012,Yolo,246.2,Knights Landing,Rural,BLACK,12,0,PBHP,,0,,
2010-2012,Yuba,247,Browns Valley/Brownsville/Dobbins/Oregon House,Rural,ASIAN,6,0,ABR,,0,,
2010-2012,Yuba,247,Browns Valley/Brownsville/Dobbins/Oregon House,Rural,ASIAN,6,0,PRB,,0,,
2010-2012,Yuba,247,Browns Valley/Brownsville/Dobbins/Oregon House,Rural,ASIAN,6,0,PBHP,,0,,
2010-2012,Yuba,247,Browns Valley/Brownsville/Dobbins/Oregon House,Rural,BLACK,3,0,ABR,,0,,
2010-2012,Yuba,247,Browns Valley/Brownsville/Dobbins/Oregon House,Rural,BLACK,3,0,PRB,,0,,
2010-2012,Yuba,247,Browns Valley/Brownsville/Dobbins/Oregon House,Rural,BLACK,3,0,PBHP,,0,,
2010-2012,Yuba,248,Wheatland,Rural,ASIAN,17,0,ABR,,0,,
2010-2012,Yuba,248,Wheatland,Rural,ASIAN,17,0,PRB,,0,,
2010-2012,Yuba,248,Wheatland,Rural,ASIAN,17,0,PBHP,,0,,
2010-2012,Yuba,248,Wheatland,Rural,BLACK,0,0,ABR,,0,,
2010-2012,Yuba,248,Wheatland,Rural,BLACK,0,0,PRB,,0,,
2010-2012,Yuba,248,Wheatland,Rural,BLACK,0,0,PBHP,,0,,
2010-2012,Fresno,25,Firebaugh/Mendota,Rural,BLACK,3,0,ABR,,0,,
2010-2012,Fresno,25,Firebaugh/Mendota,Rural,BLACK,3,0,PRB,,0,,
2010-2012,Fresno,25,Firebaugh/Mendota,Rural,BLACK,3,0,PBHP,,0,,
2010-2012,Fresno,26,Cantua Creek/San Joaquin/Tranquility,Rural,ASIAN,6,0,ABR,,0,,
2010-2012,Fresno,26,Cantua Creek/San Joaquin/Tranquility,Rural,ASIAN,6,0,PRB,,0,,
2010-2012,Fresno,26,Cantua Creek/San Joaquin/Tranquility,Rural,ASIAN,6,0,PBHP,,0,,
2010-2012,Fresno,26,Cantua Creek/San Joaquin/Tranquility,Rural,BLACK,0,0,ABR,,0,,
2010-2012,Fresno,26,Cantua Creek/San Joaquin/Tranquility,Rural,BLACK,0,0,PRB,,0,,
2010-2012,Fresno,26,Cantua Creek/San Joaquin/Tranquility,Rural,BLACK,0,0,PBHP,,0,,
2010-2012,Fresno,26,Cantua Creek/San Joaquin/Tranquility,Rural,WHITE,30,0,ABR,,0,,
2010-2012,Fresno,26,Cantua Creek/San Joaquin/Tranquility,Rural,WHITE,30,0,PRB,,0,,
2010-2012,Fresno,26,Cantua Creek/San Joaquin/Tranquility,Rural,WHITE,30,0,PBHP,,0,,
2010-2012,Fresno,27,Coalinga,Rural,ASIAN,90,0,ABR,,0,,
2010-2012,Fresno,27,Coalinga,Rural,ASIAN,90,0,PRB,,0,,
2010-2012,Fresno,27,Coalinga,Rural,ASIAN,90,0,PBHP,,0,,
2010-2012,Fresno,28,Huron,Rural,ASIAN,12,0,ABR,,0,,
2010-2012,Fresno,28,Huron,Rural,ASIAN,12,0,PRB,,0,,
2010-2012,Fresno,28,Huron,Rural,ASIAN,12,0,PBHP,,0,,
2010-2012,Fresno,28,Huron,Rural,BLACK,9,0,ABR,,0,,
2010-2012,Fresno,28,Huron,Rural,BLACK,9,0,PRB,,0,,
2010-2012,Fresno,28,Huron,Rural,BLACK,9,0,PBHP,,0,,
2010-2012,Alpine,3,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords,Frontier,ASIAN,0,0,ABR,,0,,
2010-2012,Alpine,3,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords,Frontier,ASIAN,0,0,PRB,,0,,
2010-2012,Alpine,3,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords,Frontier,ASIAN,0,0,PBHP,,0,,
2010-2012,Alpine,3,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords,Frontier,BLACK,0,0,ABR,,0,,
2010-2012,Alpine,3,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords,Frontier,BLACK,0,0,PRB,,0,,
2010-2012,Alpine,3,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords,Frontier,BLACK,0,0,PBHP,,0,,
2010-2012,Alpine,3,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords,Frontier,HISP,15,0,ABR,,0,,
2010-2012,Alpine,3,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords,Frontier,HISP,15,0,PRB,,0,,
2010-2012,Alpine,3,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords,Frontier,HISP,15,0,PBHP,,0,,
2010-2012,Glenn,36.1,Orland,Rural,BLACK,13,0,ABR,,0,,
2010-2012,Glenn,36.1,Orland,Rural,BLACK,13,0,PRB,,0,,
2010-2012,Glenn,36.1,Orland,Rural,BLACK,13,0,PBHP,,0,,
2010-2012,Glenn,36.2,Hamilton City,Rural,ASIAN,9,0,ABR,,0,,
2010-2012,Glenn,36.2,Hamilton City,Rural,ASIAN,9,0,PRB,,0,,
2010-2012,Glenn,36.2,Hamilton City,Rural,ASIAN,9,0,PBHP,,0,,
2010-2012,Glenn,36.2,Hamilton City,Rural,BLACK,0,0,ABR,,0,,
2010-2012,Glenn,36.2,Hamilton City,Rural,BLACK,0,0,PRB,,0,,
2010-2012,Glenn,36.2,Hamilton City,Rural,BLACK,0,0,PBHP,,0,,
2010-2012,Glenn,37,Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows,Frontier,BLACK,10,0,ABR,,0,,
2010-2012,Glenn,37,Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows,Frontier,BLACK,10,0,PRB,,0,,
2010-2012,Glenn,37,Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows,Frontier,BLACK,10,0,PBHP,,0,,
2010-2012,Humboldt,38,Hoopa/Willow Creek,Frontier,ASIAN,0,0,ABR,,0,,
2010-2012,Humboldt,38,Hoopa/Willow Creek,Frontier,ASIAN,0,0,PRB,,0,,
2010-2012,Humboldt,38,Hoopa/Willow Creek,Frontier,ASIAN,0,0,PBHP,,0,,
2010-2012,Humboldt,38,Hoopa/Willow Creek,Frontier,BLACK,0,0,ABR,,0,,
2010-2012,Humboldt,38,Hoopa/Willow Creek,Frontier,BLACK,0,0,PRB,,0,,
2010-2012,Humboldt,38,Hoopa/Willow Creek,Frontier,BLACK,0,0,PBHP,,0,,
2010-2012,Amador,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,ASIAN,29,0,ABR,,0,,
2010-2012,Amador,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,ASIAN,29,0,PRB,,0,,
2010-2012,Amador,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,ASIAN,29,0,PBHP,,0,,
2010-2012,Amador,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,BLACK,8,0,ABR,,0,,
2010-2012,Amador,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,BLACK,8,0,PRB,,0,,
2010-2012,Amador,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,BLACK,8,0,PBHP,,0,,
2010-2012,Humboldt,40,Bluelake/McKinleyville/Orick/Trinidad,Rural,ASIAN,26,0,ABR,,0,,
2010-2012,Humboldt,40,Bluelake/McKinleyville/Orick/Trinidad,Rural,ASIAN,26,0,PRB,,0,,
2010-2012,Humboldt,40,Bluelake/McKinleyville/Orick/Trinidad,Rural,ASIAN,26,0,PBHP,,0,,
2010-2012,Humboldt,40,Bluelake/McKinleyville/Orick/Trinidad,Rural,BLACK,13,0,ABR,,0,,
2010-2012,Humboldt,40,Bluelake/McKinleyville/Orick/Trinidad,Rural,BLACK,13,0,PRB,,0,,
2010-2012,Humboldt,40,Bluelake/McKinleyville/Orick/Trinidad,Rural,BLACK,13,0,PBHP,,0,,
2010-2012,Humboldt,42,Ferndale/Fortuna/Rio Dell/Scotia,Rural,ASIAN,10,0,ABR,,0,,
2010-2012,Humboldt,42,Ferndale/Fortuna/Rio Dell/Scotia,Rural,ASIAN,10,0,PRB,,0,,
2010-2012,Humboldt,42,Ferndale/Fortuna/Rio Dell/Scotia,Rural,ASIAN,10,0,PBHP,,0,,
2010-2012,Humboldt,44,Garberville/Redway,Frontier,ASIAN,17,0,ABR,,0,,
2010-2012,Humboldt,44,Garberville/Redway,Frontier,ASIAN,17,0,PRB,,0,,
2010-2012,Humboldt,44,Garberville/Redway,Frontier,ASIAN,17,0,PBHP,,0,,
2010-2012,Humboldt,44,Garberville/Redway,Frontier,BLACK,0,0,ABR,,0,,
2010-2012,Humboldt,44,Garberville/Redway,Frontier,BLACK,0,0,PRB,,0,,
2010-2012,Humboldt,44,Garberville/Redway,Frontier,BLACK,0,0,PBHP,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,ALL,394,0,ABR,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,ALL,394,0,PRB,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,ALL,394,0,PBHP,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,ASIAN,2,0,ABR,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,ASIAN,2,0,PRB,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,ASIAN,2,0,PBHP,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,BLACK,4,0,ABR,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,BLACK,4,0,PRB,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,BLACK,4,0,PBHP,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,HISP,162,0,ABR,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,HISP,162,0,PRB,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,HISP,162,0,PBHP,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,WHITE,44,0,ABR,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,WHITE,44,0,PRB,,0,,
2010-2012,Imperial,46,Bard/Winterhaven,Rural,WHITE,44,0,PBHP,,0,,
2010-2012,Imperial,47,Bombay Beach/Calipatria/Desert Shores/Niland/Salton City/Salton Sea Beach,Frontier,ASIAN,4,0,ABR,,0,,
2010-2012,Imperial,47,Bombay Beach/Calipatria/Desert Shores/Niland/Salton City/Salton Sea Beach,Frontier,ASIAN,4,0,PRB,,0,,
2010-2012,Imperial,47,Bombay Beach/Calipatria/Desert Shores/Niland/Salton City/Salton Sea Beach,Frontier,ASIAN,4,0,PBHP,,0,,
2010-2012,Imperial,48,El Centro/Heber/Holtville/Imperial/Seeley,Rural,ASIAN,79,0,ABR,,0,,
2010-2012,Imperial,48,El Centro/Heber/Holtville/Imperial/Seeley,Rural,ASIAN,79,0,PRB,,0,,
2010-2012,Imperial,48,El Centro/Heber/Holtville/Imperial/Seeley,Rural,ASIAN,79,0,PBHP,,0,,
2010-2012,Imperial,49,Calexico/Ocotillo,Rural,ASIAN,11,0,ABR,,0,,
2010-2012,Imperial,49,Calexico/Ocotillo,Rural,ASIAN,11,0,PRB,,0,,
2010-2012,Imperial,49,Calexico/Ocotillo,Rural,ASIAN,11,0,PBHP,,0,,
2010-2012,Imperial,49,Calexico/Ocotillo,Rural,BLACK,8,0,ABR,,0,,
2010-2012,Imperial,49,Calexico/Ocotillo,Rural,BLACK,8,0,PRB,,0,,
2010-2012,Imperial,49,Calexico/Ocotillo,Rural,BLACK,8,0,PBHP,,0,,
2010-2012,Amador,5,Plymouth,Rural,ASIAN,4,0,ABR,,0,,
2010-2012,Amador,5,Plymouth,Rural,ASIAN,4,0,PRB,,0,,
2010-2012,Amador,5,Plymouth,Rural,ASIAN,4,0,PBHP,,0,,
2010-2012,Amador,5,Plymouth,Rural,BLACK,4,0,ABR,,0,,
2010-2012,Amador,5,Plymouth,Rural,BLACK,4,0,PRB,,0,,
2010-2012,Amador,5,Plymouth,Rural,BLACK,4,0,PBHP,,0,,
2010-2012,Imperial,50,Brawley/Westmorland,Rural,ASIAN,15,0,ABR,,0,,
2010-2012,Imperial,50,Brawley/Westmorland,Rural,ASIAN,15,0,PRB,,0,,
2010-2012,Imperial,50,Brawley/Westmorland,Rural,ASIAN,15,0,PBHP,,0,,
2010-2012,Inyo,53,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson,Rural,ASIAN,5,0,ABR,,0,,
2010-2012,Inyo,53,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson,Rural,ASIAN,5,0,PRB,,0,,
2010-2012,Inyo,53,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson,Rural,ASIAN,5,0,PBHP,,0,,
2010-2012,Inyo,53,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson,Rural,BLACK,19,0,ABR,,0,,
2010-2012,Inyo,53,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson,Rural,BLACK,19,0,PRB,,0,,
2010-2012,Inyo,53,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson,Rural,BLACK,19,0,PBHP,,0,,
2010-2012,Inyo,54,Aberdeen/Big Pine/Big Pine Reservation/Fort Independence Indian/Independence,Frontier,ASIAN,0,0,ABR,,0,,
2010-2012,Inyo,54,Aberdeen/Big Pine/Big Pine Reservation/Fort Independence Indian/Independence,Frontier,ASIAN,0,0,PRB,,0,,
2010-2012,Inyo,54,Aberdeen/Big Pine/Big Pine Reservation/Fort Independence Indian/Independence,Frontier,ASIAN,0,0,PBHP,,0,,
2010-2012,Inyo,54,Aberdeen/Big Pine/Big Pine Reservation/Fort Independence Indian/Independence,Frontier,BLACK,0,0,ABR,,0,,
2010-2012,Inyo,54,Aberdeen/Big Pine/Big Pine Reservation/Fort Independence Indian/Independence,Frontier,BLACK,0,0,PRB,,0,,
2010-2012,Inyo,54,Aberdeen/Big Pine/Big Pine Reservation/Fort Independence Indian/Independence,Frontier,BLACK,0,0,PBHP,,0,,
2010-2012,Inyo,55,Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville,Frontier,ASIAN,2,0,ABR,,0,,
2010-2012,Inyo,55,Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville,Frontier,ASIAN,2,0,PRB,,0,,
2010-2012,Inyo,55,Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville,Frontier,ASIAN,2,0,PBHP,,0,,
2010-2012,Inyo,55,Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville,Frontier,BLACK,0,0,ABR,,0,,
2010-2012,Inyo,55,Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville,Frontier,BLACK,0,0,PRB,,0,,
2010-2012,Inyo,55,Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville,Frontier,BLACK,0,0,PBHP,,0,,
2010-2012,Kern,57.1,Fort Tejon/Frazier Park/Lebec/Pine Mountain,Rural,ASIAN,12,0,ABR,,0,,
2010-2012,Kern,57.1,Fort Tejon/Frazier Park/Lebec/Pine Mountain,Rural,ASIAN,12,0,PRB,,0,,
2010-2012,Kern,57.1,Fort Tejon/Frazier Park/Lebec/Pine Mountain,Rural,ASIAN,12,0,PBHP,,0,,
2010-2012,Kern,57.1,Fort Tejon/Frazier Park/Lebec/Pine Mountain,Rural,BLACK,9,0,ABR,,0,,
2010-2012,Kern,57.1,Fort Tejon/Frazier Park/Lebec/Pine Mountain,Rural,BLACK,9,0,PRB,,0,,
2010-2012,Kern,57.1,Fort Tejon/Frazier Park/Lebec/Pine Mountain,Rural,BLACK,9,0,PBHP,,0,,
2010-2012,Kern,57.2,BlackwellÆs Corners/Ford City/Maricopa/McKittrick/Taft,Rural,ASIAN,15,0,ABR,,0,,
2010-2012,Kern,57.2,BlackwellÆs Corners/Ford City/Maricopa/McKittrick/Taft,Rural,ASIAN,15,0,PRB,,0,,
2010-2012,Kern,57.2,BlackwellÆs Corners/Ford City/Maricopa/McKittrick/Taft,Rural,ASIAN,15,0,PBHP,,0,,
2010-2012,Kern,57.2,BlackwellÆs Corners/Ford City/Maricopa/McKittrick/Taft,Rural,BLACK,18,0,ABR,,0,,
2010-2012,Kern,57.2,BlackwellÆs Corners/Ford City/Maricopa/McKittrick/Taft,Rural,BLACK,18,0,PRB,,0,,
2010-2012,Kern,57.2,BlackwellÆs Corners/Ford City/Maricopa/McKittrick/Taft,Rural,BLACK,18,0,PBHP,,0,,
2010-2012,Kern,58.2,Lost Hills/Wasco,Rural,ASIAN,15,0,ABR,,0,,
2010-2012,Kern,58.2,Lost Hills/Wasco,Rural,ASIAN,15,0,PRB,,0,,
2010-2012,Kern,58.2,Lost Hills/Wasco,Rural,ASIAN,15,0,PBHP,,0,,
2010-2012,Kern,59,Buttonwillow,Rural,ASIAN,6,0,ABR,,0,,
2010-2012,Kern,59,Buttonwillow,Rural,ASIAN,6,0,PRB,,0,,
2010-2012,Kern,59,Buttonwillow,Rural,ASIAN,6,0,PBHP,,0,,
2010-2012,Kern,59,Buttonwillow,Rural,BLACK,15,0,ABR,,0,,
2010-2012,Kern,59,Buttonwillow,Rural,BLACK,15,0,PRB,,0,,
2010-2012,Kern,59,Buttonwillow,Rural,BLACK,15,0,PBHP,,0,,
2010-2012,Amador,6,Pioneer,Rural,ASIAN,0,0,ABR,,0,,
2010-2012,Amador,6,Pioneer,Rural,ASIAN,0,0,PRB,,0,,
2010-2012,Amador,6,Pioneer,Rural,ASIAN,0,0,PBHP,,0,,
2010-2012,Amador,6,Pioneer,Rural,BLACK,2,0,ABR,,0,,
2010-2012,Amador,6,Pioneer,Rural,BLACK,2,0,PRB,,0,,
2010-2012,Amador,6,Pioneer,Rural,BLACK,2,0,PBHP,,0,,
2010-2012,Kern,61,Arvin/Lamont/Weed Patch,Rural,ASIAN,50,0,ABR,,0,,
2010-2012,Kern,61,Arvin/Lamont/Weed Patch,Rural,ASIAN,50,0,PRB,,0,,
2010-2012,Kern,61,Arvin/Lamont/Weed Patch,Rural,ASIAN,50,0,PBHP,,0,,
2010-2012,Kern,62,Bear Valley Springs/Keene/Stallion Springs/Tehachapi,Rural,BLACK,51,0,ABR,,0,,
2010-2012,Kern,62,Bear Valley Springs/Keene/Stallion Springs/Tehachapi,Rural,BLACK,51,0,PRB,,0,,
2010-2012,Kern,62,Bear Valley Springs/Keene/Stallion Springs/Tehachapi,Rural,BLACK,51,0,PBHP,,0,,
2010-2012,Kern,63,Alta Sierra/Bodfish/Glennville/Kernville/Lake Isabella/Weldon/Wofford Heights,Frontier,ASIAN,3,0,ABR,,0,,
2010-2012,Kern,63,Alta Sierra/Bodfish/Glennville/Kernville/Lake Isabella/Weldon/Wofford Heights,Frontier,ASIAN,3,0,PRB,,0,,
2010-2012,Kern,63,Alta Sierra/Bodfish/Glennville/Kernville/Lake Isabella/Weldon/Wofford Heights,Frontier,ASIAN,3,0,PBHP,,0,,
2010-2012,Kern,63,Alta Sierra/Bodfish/Glennville/Kernville/Lake Isabella/Weldon/Wofford Heights,Frontier,BLACK,0,0,ABR,,0,,
2010-2012,Kern,63,Alta Sierra/Bodfish/Glennville/Kernville/Lake Isabella/Weldon/Wofford Heights,Frontier,BLACK,0,0,PRB,,0,,
2010-2012,Kern,63,Alta Sierra/Bodfish/Glennville/Kernville/Lake Isabella/Weldon/Wofford Heights,Frontier,BLACK,0,0,PBHP,,0,,
2010-2012,Kern,65,Boron/California City/Desert Lake/Mojave/North Edwards/Rosamond,Rural,ASIAN,73,0,ABR,,0,,
2010-2012,Kern,65,Boron/California City/Desert Lake/Mojave/North Edwards/Rosamond,Rural,ASIAN,73,0,PRB,,0,,
2010-2012,Kern,65,Boron/California City/Desert Lake/Mojave/North Edwards/Rosamond,Rural,ASIAN,73,0,PBHP,,0,,
2010-2012,Kings,67,Avenal,Rural,ASIAN,3,0,ABR,,0,,
2010-2012,Kings,67,Avenal,Rural,ASIAN,3,0,PRB,,0,,
2010-2012,Kings,67,Avenal,Rural,ASIAN,3,0,PBHP,,0,,
2010-2012,Kings,67,Avenal,Rural,BLACK,10,0,ABR,,0,,
2010-2012,Kings,67,Avenal,Rural,BLACK,10,0,PRB,,0,,
2010-2012,Kings,67,Avenal,Rural,BLACK,10,0,PBHP,,0,,
2010-2012,Butte,7.2,Capay/Lake/Nord,Rural,ASIAN,24,0,ABR,,0,,
2010-2012,Butte,7.2,Capay/Lake/Nord,Rural,ASIAN,24,0,PRB,,0,,
2010-2012,Butte,7.2,Capay/Lake/Nord,Rural,ASIAN,24,0,PBHP,,0,,
2010-2012,Butte,7.2,Capay/Lake/Nord,Rural,BLACK,0,0,ABR,,0,,
2010-2012,Butte,7.2,Capay/Lake/Nord,Rural,BLACK,0,0,PRB,,0,,
2010-2012,Butte,7.2,Capay/Lake/Nord,Rural,BLACK,0,0,PBHP,,0,,
2010-2012,Butte,7.3,Butte Meadows/Cohasset/Forest Ranch,Rural,ASIAN,21,0,ABR,,0,,
2010-2012,Butte,7.3,Butte Meadows/Cohasset/Forest Ranch,Rural,ASIAN,21,0,PRB,,0,,
2010-2012,Butte,7.3,Butte Meadows/Cohasset/Forest Ranch,Rural,ASIAN,21,0,PBHP,,0,,
2010-2012,Butte,7.3,Butte Meadows/Cohasset/Forest Ranch,Rural,BLACK,6,0,ABR,,0,,
2010-2012,Butte,7.3,Butte Meadows/Cohasset/Forest Ranch,Rural,BLACK,6,0,PRB,,0,,
2010-2012,Butte,7.3,Butte Meadows/Cohasset/Forest Ranch,Rural,BLACK,6,0,PBHP,,0,,
2010-2012,Butte,7.4,Durham,Rural,ASIAN,7,0,ABR,,0,,
2010-2012,Butte,7.4,Durham,Rural,ASIAN,7,0,PRB,,0,,
2010-2012,Butte,7.4,Durham,Rural,ASIAN,7,0,PBHP,,0,,
2010-2012,Butte,7.4,Durham,Rural,BLACK,0,0,ABR,,0,,
2010-2012,Butte,7.4,Durham,Rural,BLACK,0,0,PRB,,0,,
2010-2012,Butte,7.4,Durham,Rural,BLACK,0,0,PBHP,,0,,
2010-2012,Lake,70.1,Kelseyville/Lakeport,Rural,ASIAN,3,0,ABR,,0,,
2010-2012,Lake,70.1,Kelseyville/Lakeport,Rural,ASIAN,3,0,PRB,,0,,
2010-2012,Lake,70.1,Kelseyville/Lakeport,Rural,ASIAN,3,0,PBHP,,0,,
2010-2012,Lake,70.1,Kelseyville/Lakeport,Rural,BLACK,14,0,ABR,,0,,
2010-2012,Lake,70.1,Kelseyville/Lakeport,Rural,BLACK,14,0,PRB,,0,,
2010-2012,Lake,70.1,Kelseyville/Lakeport,Rural,BLACK,14,0,PBHP,,0,,
2010-2012,Lake,70.2,Lucerne/Nice/Upper Lake,Rural,ASIAN,9,0,ABR,,0,,
2010-2012,Lake,70.2,Lucerne/Nice/Upper Lake,Rural,ASIAN,9,0,PRB,,0,,
2010-2012,Lake,70.2,Lucerne/Nice/Upper Lake,Rural,ASIAN,9,0,PBHP,,0,,
2010-2012,Lake,70.2,Lucerne/Nice/Upper Lake,Rural,BLACK,5,0,ABR,,0,,
2010-2012,Lake,70.2,Lucerne/Nice/Upper Lake,Rural,BLACK,5,0,PRB,,0,,
2010-2012,Lake,70.2,Lucerne/Nice/Upper Lake,Rural,BLACK,5,0,PBHP,,0,,
2010-2012,Lake,71.1,Clearlake/Clearlake Oaks,Rural,ASIAN,9,0,ABR,,0,,
2010-2012,Lake,71.1,Clearlake/Clearlake Oaks,Rural,ASIAN,9,0,PRB,,0,,
2010-2012,Lake,71.1,Clearlake/Clearlake Oaks,Rural,ASIAN,9,0,PBHP,,0,,
2010-2012,Lake,71.2,Lower Lake,Rural,ASIAN,3,0,ABR,,0,,
2010-2012,Lake,71.2,Lower Lake,Rural,ASIAN,3,0,PRB,,0,,
2010-2012,Lake,71.2,Lower Lake,Rural,ASIAN,3,0,PBHP,,0,,
2010-2012,Lake,71.2,Lower Lake,Rural,BLACK,19,0,ABR,,0,,
2010-2012,Lake,71.2,Lower Lake,Rural,BLACK,19,0,PRB,,0,,
